title,show_type,episodes,premiered,studios,source,genres,theme,age_rating,score,ranking,popularity_rank
"Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",Movie,1,Winter 2015,OLM,Game,"Comedy, Supernatural",,G - All Ages,6.931,42842,7206
Zero no Tsukaima: Princesses no Rondo Picture Drama,Special,7,Fall 2008,J.C.Staff,Light novel,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Ecchi","Harem, Isekai, School",PG-13 - Teens 13 or older,6.931,42852,2783
Mahoromatic End Year Special,Special,1,Winter 2002,"Gainax, Shaft",Manga,"Comedy, Romance, Sci-Fi, Ecchi",Military,R+ - Mild Nudity,6.921,42862,6772
Muka Muka Paradise,TV,51,Fall 1993,Nippon Animation,Unknown,"Adventure, Comedy",,G - All Ages,6.921,42872,9385
New Dominion Tank Police,OVA,6,Fall 1993,J.C.Staff,Manga,"Comedy, Sci-Fi","Detective, Mecha",PG-13 - Teens 13 or older,6.921,42882,5636
Overlord: Ple Ple Pleiades - Nazarick's Greatest Crisis,OVA,1,Fall 2016,Studio PuYUKAI,Light novel,"Action, Comedy, Fantasy",Isekai,PG-13 - Teens 13 or older,6.921,42892,2536
Persona 5 the Animation Specials,Special,2,Spring 2019,CloverWorks,Game,"Comedy, Slice of Life",,R - 17+ (violence & profanity),6.921,42902,5181
Servamp Specials,Special,4,Fall 2016,Platinum Vision,Manga,Comedy,,PG-13 - Teens 13 or older,6.921,42912,4519
Shinkon Gattai Godannar!! 2nd Season,TV,13,Spring 2004,"OLM, AIC ASTA",Original,"Comedy, Romance, Sci-Fi, Ecchi",Mecha,R+ - Mild Nudity,6.921,42922,6253
The Testament of Sister New Devil,OVA,1,Spring 2018,Production IMS,Light novel,"Action, Fantasy, Romance, Ecchi","Harem, Mythology",R+ - Mild Nudity,6.921,42932,2015
Soukou Kihei Votoms: Kakuyaku taru Itan,OVA,5,Spring 1994,Sunrise,Original,"Drama, Sci-Fi","Mecha, Military",PG-13 - Teens 13 or older,6.921,42942,8604
Tantei Opera Milky Holmes,TV,12,Fall 2010,J.C.Staff,Original,"Comedy, Mystery",Super Power,PG-13 - Teens 13 or older,6.921,42952,2936
Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music,1,Winter 2004,"None found, add some",Manga,,Music,PG-13 - Teens 13 or older,6.921,42962,7401
Tsukiuta. The Animation,TV,13,Summer 2016,Pierrot,Music,,"Idols (Male), Music",PG-13 - Teens 13 or older,6.921,42972,3793
Vexille,Movie,1,Summer 2007,Oxybot,Original,"Action, Sci-Fi",Military,PG-13 - Teens 13 or older,6.921,42982,4431
Wakaba Girl Special,Special,1,Fall 2015,Nexus,4-koma manga,"Comedy, Slice of Life",CGDCT,PG-13 - Teens 13 or older,6.921,42992,6030
Wan Jie Shen Zhu,ONA,60,Winter 2019,Ruo Hong Culture,Manga,"Adventure, Fantasy",,PG-13 - Teens 13 or older,6.921,43002,9570
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,Special,1,Summer 2006,J.C.Staff,Original,Drama,"Adult Cast, Military, Workplace",PG-13 - Teens 13 or older,6.921,43012,8840
Dream Eater Merry,TV,13,Winter 2011,J.C.Staff,Manga,"Action, Supernatural",,PG-13 - Teens 13 or older,6.921,43022,1437
Ai Yori Aoshi: Enishi - Miyuki,Special,1,Winter 2004,J.C.Staff,Manga,"Comedy, Drama, Romance",,PG-13 - Teens 13 or older,6.921,43032,4554
Arknights,ONA,Unknown,Fall 2019,Yostar Pictures,Game,"Action, Fantasy",Video Game,PG-13 - Teens 13 or older,6.931,43042,8991
Battle Athletes Victory,TV,26,Fall 1997,AIC,Original,"Action, Adventure, Comedy, Drama, Sci-Fi, Sports",School,PG - Children,6.921,43052,5988
Honkai Impact 3: Reburn,ONA,1,Fall 2017,Dancing CG Studio,Game,Action,Mecha,PG-13 - Teens 13 or older,6.921,43062,8366
Beyblade Burst Evolution,TV,51,Spring 2017,OLM,Manga,"Action, Adventure, Sci-Fi, Sports",,PG - Children,6.921,43072,4913
Black Shout,Music,1,Winter 2017,"None found, add some",Original,,Music,G - All Ages,6.921,43082,9182
Brotherhood: Final Fantasy XV,ONA,5,Spring 2016,A-1 Pictures,Game,Action,,PG-13 - Teens 13 or older,6.921,43092,2088
A Farewell to Arms,Movie,1,Summer 2013,Sunrise,Original,"Action, Drama, Sci-Fi",,R - 17+ (violence & profanity),6.921,43102,5331
Bye Bye Rainy,Music,1,Winter 2022,"None found, add some",Original,,Music,G - All Ages,6.921,43112,13537
Crayon Shin-chan Movie 03: Unkokusai no Yabou,Movie,1,Spring 1995,Shin-Ei Animation,Manga,"Comedy, Sci-Fi",Historical,G - All Ages,6.921,43122,7753
Days (TV) OVA,OVA,2,Spring 2017,MAPPA,Manga,Sports,"School, Team Sports",PG-13 - Teens 13 or older,6.921,43132,6201
"Doraemon the Movie: The Records of Nobita, Spaceblazer",Movie,1,Spring 1981,Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,PG - Children,6.921,43142,8008
ENDRO!,TV,12,Winter 2019,Studio Gokumi,Original,"Fantasy, Slice of Life",CGDCT,PG-13 - Teens 13 or older,6.921,43152,2240
gdgd Fairies 2,TV,12,Winter 2013,"None found, add some",Original,"Comedy, Fantasy",,PG - Children,6.921,43162,9479
Gegege no Kitarou (2007),TV,100,Spring 2007,Toei Animation,Manga,"Comedy, Fantasy, Horror",,G - All Ages,6.921,43172,7457
Best Student Council,TV,26,Spring 2005,J.C.Staff,Original,"Comedy, Slice of Life",School,PG-13 - Teens 13 or older,6.921,43182,4404
Grisaia: Phantom Trigger The Animation,Movie,2,Spring 2019,Bibury Animation Studios,Visual novel,Action,School,R - 17+ (violence & profanity),6.921,43192,2213
Grisaia: Phantom Trigger The Animation - Stargazer,Movie,1,Fall 2020,Bibury Animation Studios,Visual novel,Action,School,R - 17+ (violence & profanity),6.921,43202,4033
Flower Angel,TV,50,Winter 1979,Toei Animation,Original,"Adventure, Drama",,G - All Ages,6.921,43212,7580
Hellsing: Psalm of the Darkness,Special,1,Summer 2001,Gonzo,Manga,"Action, Supernatural",Vampire,R - 17+ (violence & profanity),6.921,43222,3510
High School DxD Hero: Taiikukan-ura no Holy,Special,1,Spring 2018,Passione,Light novel,"Action, Comedy, Romance, Ecchi","Harem, Mythology, School",R+ - Mild Nudity,6.921,43232,2029
Sonny Boy & Dewdrop Girl,Movie,1,Fall 2013,Studio Colorido,Original,"Adventure, Fantasy, Romance",,PG - Children,6.921,43242,4024
Houkago no Ouji-sama,Special,5,Fall 2014,"None found, add some",Manga,Comedy,School,PG-13 - Teens 13 or older,6.921,43252,9014
King of Thorn,Movie,1,Fall 2009,Sunrise,Manga,"Action, Mystery, Sci-Fi, Suspense",Survival,R+ - Mild Nudity,6.921,43262,2236
JOKER,TV,13,Fall 2014,Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery",,G - All Ages,6.921,43272,5084
Linebarrels of Iron,TV,24,Fall 2008,Gonzo,Manga,"Action, Sci-Fi",Mecha,R - 17+ (violence & profanity),6.921,43282,2999
Kyousou Giga,ONA,1,Winter 2012,Toei Animation,Original,"Action, Fantasy, Supernatural",,PG-13 - Teens 13 or older,6.921,43292,2869
Lost Song,TV,12,Spring 2018,"Dwango, LIDENFILMS",Original,"Drama, Fantasy",,PG-13 - Teens 13 or older,6.921,43302,2948
Lupin III: Harimao no Zaihou wo Oe!!,Special,1,Summer 1995,"None found, add some",Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,PG-13 - Teens 13 or older,6.921,43312,6745
Macross 7: The Galaxy is Calling Me,Movie,1,Fall 1995,Production Reed,Original,"Action, Adventure, Comedy, Drama, Sci-Fi","Mecha, Music",PG-13 - Teens 13 or older,6.921,43322,6003
Hans Christian Anderson's The Little Mermaid,Movie,1,Spring 1975,Toei Animation,Unknown,"Fantasy, Romance",,G - All Ages,6.911,43332,7453
Animation Runner Kuromi,OVA,1,Spring 2001,Yumeta Company,Original,"Comedy, Drama","Otaku Culture, Parody",PG-13 - Teens 13 or older,6.911,43342,5834
Princess Arete,Movie,1,Summer 2001,Studio 4°C,Novel,Fantasy,,G - All Ages,6.911,43352,5294
Asura Cryin',TV,13,Spring 2009,Seven Arcs,Light novel,"Action, Supernatural",Mecha,PG-13 - Teens 13 or older,6.911,43362,1813
Battle Programmer Shirase,TV,15,Fall 2003,AIC,Original,"Comedy, Sci-Fi, Ecchi",,PG-13 - Teens 13 or older,6.911,43372,3372
Belle to Kaijuu Ouji,Movie,1,,"None found, add some",Book,Fantasy,Historical,G - All Ages,6.911,43382,13301
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,1,Spring 2017,Shin-Ei Animation,Manga,"Adventure, Comedy, Sci-Fi",,G - All Ages,6.911,43392,9289
Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts,Special,5,Fall 2015,SILVER LINK.,Manga,"Comedy, Ecchi",Mahou Shoujo,PG-13 - Teens 13 or older,6.911,43402,3318
Glass Mask: The Girl of a Thousand Masks,OVA,3,Winter 1999,Tokyo Movie Shinsha,Manga,Drama,Performing Arts,PG-13 - Teens 13 or older,6.911,43412,9628
Gravitation: Lyrics of Love,OVA,2,Summer 1999,Plum,Manga,"Boys Love, Comedy, Romance",,R - 17+ (violence & profanity),6.911,43422,3449
Grisaia no Kajitsu Specials,Special,6,Winter 2015,8bit,Visual novel,Ecchi,,R+ - Mild Nudity,6.911,43432,2126
Harmony,Movie,1,Fall 2015,Studio 4°C,Novel,Sci-Fi,Psychological,R+ - Mild Nudity,6.911,43442,2545
Healin' Good Pretty Cure,TV,45,Winter 2020,Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,G - All Ages,6.911,43452,5791
Face on Lie,ONA,16,Spring 2022,"None found, add some",Manga,"Romance, Suspense",,PG-13 - Teens 13 or older,6.911,43462,12289
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,OVA,1,Winter 2012,Zexcs,Light novel,"Comedy, Romance, Supernatural, Ecchi",Vampire,R - 17+ (violence & profanity),6.911,43472,4280
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Special,1,Summer 2013,Studio Comet,Original,Fantasy,School,PG - Children,6.911,43482,10705
Fighting Beauty Wulong Rebirth,TV,25,Spring 2006,TMS Entertainment,Manga,"Action, Comedy","Martial Arts, School",R - 17+ (violence & profanity),6.911,43492,8522
Rumbling Hearts OVA,OVA,4,Winter 2008,Brain's Base,Visual novel,"Drama, Romance",Love Polygon,PG-13 - Teens 13 or older,6.911,43502,3670
Ultimate Muscle,TV,51,Winter 2002,Toei Animation,Manga,"Action, Comedy, Sci-Fi, Sports","Combat Sports, Martial Arts",PG-13 - Teens 13 or older,6.911,43512,4750
Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,Special,1,Fall 2018,Wit Studio,Game,Action,,PG-13 - Teens 13 or older,6.911,43522,6312
In/Spectre,TV,12,Winter 2020,Brain's Base,Manga,"Mystery, Romance, Supernatural",Mythology,R - 17+ (violence & profanity),6.911,43532,499
Kyou no 5 no 2 Kagai Jugyou: Mizukake,Special,1,Winter 2008,Shinkuukan,Manga,"Comedy, Ecchi",School,PG-13 - Teens 13 or older,6.911,43542,6813
Mahou no Star Magical Emi,TV,38,Summer 1985,Pierrot,Original,"Comedy, Slice of Life","Mahou Shoujo, Performing Arts",G - All Ages,6.911,43552,7868
"Katri, Girl of the Meadows",TV,49,Winter 1984,Nippon Animation,Novel,"Adventure, Drama, Slice of Life",Historical,G - All Ages,6.911,43562,8555
Beyblade: Metal Masters,TV,51,Spring 2010,SynergySP,Manga,"Adventure, Comedy, Sports",,PG - Children,6.911,43572,2819
Miyori's Forest,Special,1,Summer 2007,Nippon Animation,Manga,"Drama, Fantasy, Slice of Life",,G - All Ages,6.911,43582,5255
Mudazumo Naki Kaikaku: The Legend of Koizumi,OVA,3,Winter 2010,TYO Animations,Manga,Comedy,"Parody, Strategy Game",R - 17+ (violence & profanity),6.911,43592,5144
Nanbaka: Idiots with Student Numbers!,Special,1,Spring 2017,Satelight,Web manga,"Action, Comedy",School,PG-13 - Teens 13 or older,6.911,43602,3584
Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Movie,1,Summer 2006,Pierrot,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,6.911,43612,1040
Overlord Movie: Manner Movie,Movie,1,Winter 2017,Studio PuYUKAI,Light novel,Comedy,,G - All Ages,6.911,43622,4272
Pikmin Short Movies,Movie,3,Fall 2014,Dynamo Pictures,Game,Fantasy,,G - All Ages,6.911,43632,10674
Prince of Stride: Alternative,TV,12,Winter 2016,Madhouse,Visual novel,Sports,School,PG-13 - Teens 13 or older,6.911,43642,1209
Qin's Moon: Hundred Schools of Thought,TV,34,Summer 2011,Sparkly Key Animation Studio,Novel,"Action, Fantasy","Historical, Martial Arts",PG-13 - Teens 13 or older,6.911,43652,11203
Re-raise,Music,1,Winter 2020,TROYCA,Game,,"Idols (Male), Music",G - All Ages,6.911,43662,10743
MegaMan NT Warrior,TV,56,Spring 2002,Xebec,Game,"Action, Adventure, Comedy, Sci-Fi","Mecha, Video Game",PG-13 - Teens 13 or older,6.911,43672,3226
Rosario + Vampire Capu2,TV,13,Fall 2008,Gonzo,Manga,"Comedy, Fantasy, Romance, Ecchi","Harem, School, Vampire",PG-13 - Teens 13 or older,6.911,43682,479
"Momo, Girl God of Death",TV,6,Spring 2006,"Group TAC, Ginga Ya",Light novel,"Drama, Fantasy, Supernatural",Psychological,PG-13 - Teens 13 or older,6.911,43692,2858
Armored Trooper Votoms: Alone Again,OVA,1,Winter 2011,Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military",PG-13 - Teens 13 or older,6.911,43702,8976
Stella-Rium,Music,1,Spring 2015,"None found, add some",Original,,Music,G - All Ages,6.911,43712,11654
Sumomomo Momomo: Chijou Saikyou no Yome Specials,Special,2,Fall 2007,Studio Hibari,Manga,"Comedy, Romance, Ecchi",Martial Arts,PG-13 - Teens 13 or older,6.911,43722,5265
Tengen Toppa Gurren Lagann: Parallel Works 2,Music,7,Spring 2010,Gainax,Original,,"Mecha, Music",PG-13 - Teens 13 or older,6.911,43732,4101
The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,1,Fall 2013,A-1 Pictures,Game,,"Idols (Female), Music",PG-13 - Teens 13 or older,6.911,43742,8042
A Certain Magical Index II: Specials,Special,2,Winter 2011,J.C.Staff,Unknown,Comedy,Parody,PG-13 - Teens 13 or older,6.911,43752,3178
Tokyo Mew Mew New,TV,12,Summer 2022,"Yumeta Company, Graphinica",Manga,"Comedy, Fantasy, Romance, Sci-Fi",Mahou Shoujo,PG-13 - Teens 13 or older,6.921,43762,3507
UzaMaid!,TV,12,Fall 2018,Doga Kobo,Manga,"Comedy, Girls Love, Slice of Life",,PG-13 - Teens 13 or older,6.911,43772,1662
Usavich,TV,13,,Kanaban Graphics,Original,"Adventure, Comedy",,PG-13 - Teens 13 or older,6.911,43782,6721
My Angel,Music,1,Winter 2020,"None found, add some",Original,,"Idols (Female), Music",G - All Ages,6.911,43792,12758
Matchless Raijin-Oh,TV,51,Spring 1991,Sunrise,Original,"Adventure, Sci-Fi","Mecha, School",G - All Ages,6.911,43802,10359
My-Hime Specials,Special,27,Winter 2005,Sunrise,Original,Comedy,,PG-13 - Teens 13 or older,6.901,43812,5310
Ninja the Wonder Boy,TV,24,Fall 1979,"None found, add some",Unknown,"Adventure, Comedy, Supernatural",Historical,PG - Children,6.901,43822,10766
Muhyo & Roji's Bureau of Supernatural Investigation 2nd Season,TV,12,Summer 2020,Studio Deen,Manga,"Action, Comedy, Drama, Mystery, Supernatural",,PG-13 - Teens 13 or older,6.901,43832,3975
Ninja Nonsense,TV,12,Summer 2004,ufotable,Manga,Comedy,"Martial Arts, Parody",R - 17+ (violence & profanity),6.901,43842,3373
Occultic;Nine,TV,12,Fall 2016,A-1 Pictures,Light novel,"Mystery, Sci-Fi",,PG-13 - Teens 13 or older,6.901,43852,1074
One Piece: Chopper Kingdom of Strange Animal Island,Movie,1,Spring 2002,Toei Animation,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,6.901,43862,2141
Ookami to Koushinryou VR,ONA,4,Summer 2019,"None found, add some",Light novel,"Adventure, Fantasy","Adult Cast, Historical",PG-13 - Teens 13 or older,6.901,43872,4884
The Brave of Gold Goldran,TV,48,Winter 1995,Sunrise,Original,"Action, Adventure, Fantasy, Sci-Fi",Mecha,G - All Ages,6.901,43882,9496
Mr. Dough and the Egg Princess,Movie,1,Fall 2010,Studio Ghibli,Original,"Adventure, Fantasy",,PG-13 - Teens 13 or older,6.901,43892,7511
Persona 5 the Animation TV Specials,Special,2,Winter 2019,CloverWorks,Game,"Action, Fantasy, Supernatural",School,R - 17+ (violence & profanity),6.901,43902,3509
Renkin San-kyuu Magical? Pokaan Specials,Special,3,Summer 2006,Remic,Original,"Comedy, Ecchi","CGDCT, Parody, Vampire",R+ - Mild Nudity,6.901,43912,6536
Rilu Rilu Fairilu: Yousei no Door,TV,59,Winter 2016,Studio Deen,Original,"Fantasy, Slice of Life",,G - All Ages,6.901,43922,9493
Lagrange: The Flower of Rin-ne,TV,12,Winter 2012,Xebec,Original,"Action, Comedy, Sci-Fi",Mecha,PG-13 - Teens 13 or older,6.901,43932,2279
RPG Densetsu Hepoi,TV,50,Fall 1990,Gallop,Unknown,"Adventure, Fantasy",,None,6.901,43942,12933
s.CRY.ed Alteration I: Tao,Movie,1,Fall 2011,Sunrise,Original,"Action, Adventure, Sci-Fi",Super Power,PG-13 - Teens 13 or older,6.901,43952,7578
Samurai Deeper Kyo,TV,26,Summer 2002,Studio Deen,Manga,"Adventure, Comedy, Supernatural","Historical, Samurai",PG-13 - Teens 13 or older,6.901,43962,2597
Shouwa Monogatari,TV,13,Spring 2011,WAO World,Original,Drama,Historical,PG - Children,6.901,43972,7199
Stratos 4 Advance Kanketsu-hen,OVA,2,Fall 2006,Studio Fantasia,Original,"Comedy, Sci-Fi",Military,PG-13 - Teens 13 or older,6.901,43982,9138
Super Fishing Grander Musashi,TV,25,Spring 1997,Nippon Animation,Unknown,"Adventure, Sports",,PG-13 - Teens 13 or older,6.901,43992,7917
Super Lovers,TV,10,Spring 2016,Studio Deen,Manga,"Boys Love, Comedy, Drama, Romance, Slice of Life",,PG-13 - Teens 13 or older,6.901,44002,1416
Taiyou no Mokushiroku: A Spirit of the Sun,Special,2,Fall 2006,Madhouse,Manga,"Drama, Sci-Fi",,R - 17+ (violence & profanity),6.901,44012,8966
Touch: Cross Road - Kaze no Yukue,Special,1,Winter 2001,Group TAC,Unknown,"Romance, Sports",Team Sports,PG-13 - Teens 13 or older,6.901,44022,8825
Utakata: Summer Pair of Early Winter,Special,1,Spring 2005,Hal Film Maker,Original,Drama,,PG-13 - Teens 13 or older,6.901,44032,7082
Vampire Knight,TV,13,Spring 2008,Studio Deen,Manga,"Drama, Mystery, Romance, Supernatural","Love Polygon, Vampire",PG-13 - Teens 13 or older,6.901,44042,322
Vandread: Gekitou-hen,OVA,1,Fall 2002,Gonzo,Original,"Action, Adventure, Comedy, Sci-Fi, Ecchi","Mecha, Space",PG-13 - Teens 13 or older,6.901,44052,6451
Wan Jie Xian Zong 5th Season,ONA,176,Summer 2021,Ruo Hong Culture,Web manga,"Action, Fantasy, Romance","Historical, Mythology",PG-13 - Teens 13 or older,6.901,44062,11815
Wangu Xian Qiong,ONA,12,Spring 2017,Haoliners Animation League,Novel,"Adventure, Comedy, Fantasy",,PG-13 - Teens 13 or older,6.901,44072,7598
Yu☆Gi☆Oh! (Movie),Movie,1,Spring 1999,Toei Animation,Manga,"Adventure, Comedy, Fantasy",Strategy Game,PG - Children,6.901,44082,2716
Yuusha Shirei Dagwon,TV,48,Winter 1996,Sunrise,Original,"Action, Adventure","Martial Arts, Mecha, School, Super Power",G - All Ages,6.901,44092,9950
Zettai Shounen,TV,26,Spring 2005,Ajia-Do,Original,"Drama, Fantasy, Mystery, Sci-Fi",,PG-13 - Teens 13 or older,6.901,44102,4362
Oh! My Goddess: The Adventures of Mini-Goddess,TV,48,Spring 1998,OLM,4-koma manga,"Comedy, Supernatural",,G - All Ages,6.901,44112,4143
There is Here,Movie,1,,"None found, add some",Original,Avant Garde,,R - 17+ (violence & profanity),6.901,44122,6244
Anima Yell!,TV,12,Fall 2018,Doga Kobo,4-koma manga,"Comedy, Sports","CGDCT, School",PG-13 - Teens 13 or older,6.901,44132,3042
The Heroic Legend of Arslan,OVA,6,Summer 1991,"animate Film, Aubec",Light novel,"Action, Adventure, Drama, Fantasy",Historical,PG-13 - Teens 13 or older,6.901,44142,4235
Blassreiter,TV,24,Spring 2008,Gonzo,Original,"Action, Sci-Fi",,R - 17+ (violence & profanity),6.901,44152,2059
Bomberman Jetters,TV,52,Fall 2002,Studio Deen,Game,"Action, Adventure, Comedy, Sci-Fi",,G - All Ages,6.901,44162,8129
Armed Girl's Machiavellism,TV,12,Spring 2017,"SILVER LINK., Connect",Manga,"Action, Comedy",School,PG-13 - Teens 13 or older,6.901,44172,567
The Orbital Children,ONA,6,Winter 2022,Production +h.,Original,Sci-Fi,Space,PG-13 - Teens 13 or older,6.901,44182,3675
Dominion,OVA,4,Spring 1988,Agent 21,Manga,"Comedy, Sci-Fi","Detective, Mecha",PG-13 - Teens 13 or older,6.901,44192,4723
Doraemon: Doraemon Comes Back (Movie),Movie,1,Spring 1998,Shin-Ei Animation,Unknown,"Comedy, Fantasy",,PG - Children,6.901,44202,9634
Hajimari wa Kimi no Sora,Music,1,Spring 2021,Sunrise,Other,,"Idols (Female), Music",G - All Ages,6.901,44212,13125
Run Melos!,Movie,1,Summer 1992,Visual 80,Novel,"Action, Adventure","Adult Cast, Historical",PG-13 - Teens 13 or older,6.901,44222,7045
Iblard Jikan,OVA,1,Summer 2007,Studio Ghibli,Other,Fantasy,,G - All Ages,6.901,44232,4157
Eon Kid,TV,26,Spring 2006,Daewon Media,Unknown,"Action, Adventure, Comedy, Sci-Fi",,G - All Ages,6.901,44242,7895
Case File nº221: Kabukicho,TV,24,Fall 2019,Production I.G,Original,"Comedy, Drama, Mystery",,None,6.901,44252,2081
The World God Only Knows: Flag 0,OVA,1,Fall 2010,Manglobe,Manga,"Comedy, Supernatural",,PG-13 - Teens 13 or older,6.901,44262,2413
Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV,46,Fall 1991,Toei Animation,Manga,"Action, Comedy, Sports",Combat Sports,PG-13 - Teens 13 or older,6.901,44272,8865
Koe de Oshigoto!,OVA,2,Fall 2010,Studio Gokumi,Manga,"Comedy, Ecchi","Otaku Culture, Showbiz",R+ - Mild Nudity,6.901,44282,1964
Love of Kill,TV,12,Winter 2022,Platinum Vision,Manga,"Action, Romance","Adult Cast, Organized Crime",R - 17+ (violence & profanity),6.901,44292,1467
Ghost in the Shell: Stand Alone Complex - Solid State Society: Uchikomatic Days,Special,1,Summer 2007,Production I.G,Manga,"Comedy, Sci-Fi",Mecha,PG - Children,6.901,44302,5241
Koutetsushin Jeeg,TV,13,Spring 2007,Actas,Original,Sci-Fi,Mecha,PG-13 - Teens 13 or older,6.901,44312,6878
Lupin III: Hemingway Paper no Nazo,Special,1,Summer 1990,Tokyo Movie Shinsha,Unknown,"Action, Adventure, Comedy, Mystery",Adult Cast,PG-13 - Teens 13 or older,6.901,44322,6874
91 Days: Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,Special,1,Summer 2017,Shuka,Original,"Action, Drama","Historical, Organized Crime",R - 17+ (violence & profanity),6.891,44332,2733
